,category,l2_category,question,answer,correct
874,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What time is shown? Answer by typing a time word, not a number. It is (_) past six.
Choices:
(A) half
(B) quarter
(C) o'clock
(D) quarter to",B,0.5454545454545454
626,instance reasoning,single-instance reasoning,"What's the function of the demonstrated object?
Options: A: clean, B: measurement, C: Bulldozing, D: Cutting platform",D,0.5454545454545454
627,instance reasoning,single-instance reasoning,"What's the function of the demonstrated object?
Options: A: display information in pictorial or textual form, B: project images or videos onto a larger surface, C: watch TV shows, D: display digital photos in a slideshow format.",A,0.5454545454545454
596,instance reasoning,single-instance reasoning,"The object shown in this figure:
Options: A: Is a colorless gas with a slightly sweet odor, B: Is also known as laughing gas, C: Has a boiling point of -88.5°C, D: None of these options are correct.",B,0.5454545454545454
177,coarse perception,image style & quality,"Which category does this image belong to?
Options: A: oil painting, B: sketch, C: digital art, D: photo",D,0.5416666666666666
85,coarse perception,image scene and topic,"What is the most prominent feature in the image?
Options: A: Sailboats, B: City skyline, C: Sky, D: Sun",C,0.5384615384615384
137,coarse perception,image scene and topic,"Which country is highlighted?
Options: A: Saint Vincent and the Grenadines, B: Grenada, C: the Dominican Republic, D: Trinidad and Tobago",B,0.5384615384615384
89,coarse perception,image scene and topic,"What is the overall scene depicted in this image?
Options: A: A group of people ice skating on a frozen lake surrounded by snowy trees and hills, B: A small town during a winter snowfall with snow-covered buildings and trees, C: A busy city street during Christmas time with decorated buildings and light displays, D: A ski resort town with snowy mountains and ski lifts visible in the background",B,0.5384615384615384
49,coarse perception,image scene and topic,"What is the dominant color palette of the image?
Options: A: Red and black, B: Green and brown, C: White and pink, D: Blue and gray",A,0.5
1141,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Subtract all large yellow matte cubes. Subtract all metal things. How many objects are left?
Choices:
(A) 6
(B) 2
(C) 8
(D) 4",B,0.5
1151,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the minimum value of this function?
Choices:
(A) 0
(B) 1
(C) -1
(D) -2",C,0.5
140,coarse perception,image scene and topic,"Which is the main topic of the image
Options: A: A woman is playing tennis, B: A man is playing tennis, C: A boy is playing soccer, D: A girl is playing volleyball",B,0.5
1338,science & technology,electronics & energy & mechanical eng.,"Find $\lim_{x \to 2}\left [ x \right ]$ [As usual, [x] is the greatest integersee $\le $ x, See Fig. 6-1] <image 1>
Options: A: 1, B: 2, C: Not exist, D: nan",C,0.5
1337,science & technology,electronics & energy & mechanical eng.,"Determine the vertical displacements at A of the pin-connected  structure in Figure P9.31. Given: E = 200 GPa,  AAB = 1000 mm2 , and AAC = AAD = 500 mm2 . <image 1>
Options: A: 4.32 mm, B: 4.12 mm, C: 4.22 mm, D: nan",B,0.5
1357,science & technology,electronics & energy & mechanical eng.,"Think about the magnetic force between the magnets in each pair. Which of the following statements is true?
Options: A: The magnetic force is weaker in Pair 2., B: The strength of the magnetic force is the same in both pairs., C: The magnetic force is weaker in Pair 1., D: nan",C,0.5
1404,science & technology,geography & earth science & agriculture,"Which country is highlighted?
Options: A: Palau, B: Tonga, C: Samoa, D: Papua New Guinea",C,0.5
1118,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: How many models in the figure achieve an Acc score greater than 60?
Choices:
(A) 5
(B) 2
(C) 3
(D) 4",B,0.5
1134,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is the number of tiny objects that are behind the small metal jet less than the number of tiny things left of the tiny sedan?
Choices:
(A) Yes
(B) No
(C) nan
(D) nan",A,0.5
941,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, AB is the diameter of ⊙O, and point C is on ⊙O. If ∠A = 40.0, then the degree of ∠B is ()
Choices:
(A) 80°
(B) 60°
(C) 50°
(D) 40°",C,0.5
390,fine-grained perception,recognition,"What is the color of the sandals in the image?
Options: A: Black, B: Dark brown, C: Gray, D: Light brown",B,0.5
757,logical reasoning,common reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the smallest species shown?
Choices:
(A) chinlea
(B) arganodus
(C) semionotus
(D) xenacanthus",C,0.5
1016,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the value of f(0)?
Choices:
(A) -1
(B) 0
(C) 1
(D) 10",B,0.5
926,logical reasoning,diagram reasoning,"Which state is highlighted?
Options: A: Nebraska, B: North Dakota, C: Michigan, D: Minnesota",B,0.5
1344,science & technology,electronics & energy & mechanical eng.,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Consider the infinitely long chain of resistors shown below. What is the resistance between terminals a and b if R=1?
Choices:
(A) 1.46
(B) 73
(C) 0
(D) 0.73",D,0.5
1011,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the perimeter of the rectangle?
Choices:
(A) 4
(B) 5
(C) 6
(D) 3.5",C,0.5
1099,math,statistical reasoning,"A railway embankment 400 m long is 12 m wide at the formation level. The side slope of the embankment is 2:1. The formation level at zero chainage is 107.00. The embankment has a rising gradient of 1 in 100. The ground is level across the c/l. Calculate the volume of earthwork using the prismoidal rule with the following observations:<image 1>
Options: A: 14563 $m^{3}$, B: 14583 $m^{3}$, C: 14553 $m^{3}$, D: 14573 $m^{3}$",B,0.5
953,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, in the parallelogram ABCD, CE bisects ∠BCD and it intersects the AD edge at point E, and DE = 3.0, then the length of AB is ()
Choices:
(A) 1
(B) 2
(C) 3
(D) 6",C,0.5
948,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, a teaching interest group wants to measure the height of a tree CD. They firstly measured the elevation angle of the tree top C at point A as 30.0, and then proceeded 10.0 along the direction of AD to point B, and the elevation angle of tree top C measured at B is 60.0  (the three points A, B, and D are on the same straight line), then the height of the tree CD is ()
Choices:
(A) 10m
(B) 5m
(C) 5√{3}m
(D) 10√{3}m",C,0.5
249,fine-grained perception,object counting,"How many balls are on the table?
Options: A: 6, B: 4, C: 5, D: 3",B,0.5
985,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: If $\frac{I J}{X J}=\frac{HJ}{YJ}, m \angle W X J=130$_x000D_
and $m \angle WZG=20,$ find $m \angle YIZ$
Choices:
(A) 40
(B) 50
(C) 65
(D) 110",B,0.5
988,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In $\odot S$, $m \widehat {PQR}=98$, Find $m \widehat {PQ}$.
Choices:
(A) 45
(B) 49
(C) 90
(D) 98",B,0.5
885,logical reasoning,diagram reasoning,"Think about the magnetic force between the magnets in each pair. Which of the following statements is true?
Options: A: The magnetic force is weaker in Pair 2., B: The strength of the magnetic force is the same in both pairs., C: The magnetic force is weaker in Pair 1., D: nan",C,0.5
1235,science & technology,biology & chemistry & physics,"Think about the magnetic force between the magnets in each pair. Which of the following statements is true?
Options: A: The magnetic force is weaker in Pair 2., B: The strength of the magnetic force is the same in both pairs., C: The magnetic force is weaker in Pair 1., D: nan",C,0.5
353,fine-grained perception,recognition,"What color are the man's shoes?
Options: A: Gray, B: Brown, C: Blue, D: Black",D,0.5
849,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is Sky Blue less than Chartreuse?
Choices:
(A) yes
(B) no
(C) nan
(D) nan",A,0.5
329,fine-grained perception,object counting,"How many women are sitting at the table in the image?
Options: A: One, B: Two, C: Four, D: Three",B,0.5
1330,science & technology,electronics & energy & mechanical eng.,"A simply supported beam is subjected to a linearly varying distributed load $q(x)=\frac{x}{L}q_{0}$ with maximum intensity q0 at B. The beam has a length L = 4 m and rectangular cross section with a width of 200 mm and height of 300 mm. Determine the maximum permissible value for the maximum intensity, q0, if the allowable normal stresses in tension and compression are 120 MPa.<image 1>
Options: A: $q_{0}=250.7403\frac{kN}{m}$, B: $q_{0}=350.7403\frac{kN}{m}$, C: $q_{0}=450.7403\frac{kN}{m}$, D: nan",B,0.5
1237,science & technology,biology & chemistry & physics,"Think about the magnetic force between the magnets in each pair. Which of the following statements is true?
Options: A: The magnitude of the magnetic force is the same in both pairs., B: The magnitude of the magnetic force is greater in Pair 1., C: The magnitude of the magnetic force is greater in Pair 2., D: nan",B,0.5
1236,science & technology,biology & chemistry & physics,"Think about the magnetic force between the magnets in each pair. Which of the following statements is true?
Options: A: The magnitude of the magnetic force is smaller in Pair 2., B: The magnitude of the magnetic force is smaller in Pair 1., C: The magnitude of the magnetic force is the same in both pairs., D: nan",B,0.5
1305,science & technology,biology & chemistry & physics,"Which of these leaves have more width?
Options: A: round, B: oval, C: butterfly, D: oblong",C,0.5
1217,science & technology,biology & chemistry & physics,"Of these molecular structures, which one is known as the Pseudoguaianolide?
Options: A: E, B: C, C: D, D: F",B,0.5
