,image_id,question_id,question_type,question,answers,multiple_choice_answer,answer_type,pid,output,answer_similarity,correct,model,condition,meta_model,﻿question_num,answer,confidence,time_spent_seconds,answer_timestamp,participant_id,answer_original,answer_raw,answer_normalized,gt_answers,visual_gt,base_model,model_size,training_stage,training_objective,training_data_condition,training_dataset,blind_n,evaluation_model_type,model_display
55,COCO_val2014_000000200939.jpg,200939002,are they,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Are they married? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'no', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,55.0,No,100.0,100.0,InternVL3.5‑1B,inst blind,open-source model,,,,,,,,,,,,InternVL3.5,1.0,pretrained,none,multimodal,none,,model,InternVL3.5-1B | Pretrained
57,COCO_val2014_000000214753.jpg,214753005,what is the,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What is the most common jacket color among these riders? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'blue', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'neutral', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'blue', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'blue', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'blue', 'answer_confidence': 'maybe', 'answer_id': 10}]",blue,other,57.0,black,68.7,0.0,InternVL3.5‑1B,inst blind,open-source model,,,,,,,,,,,,InternVL3.5,1.0,pretrained,none,multimodal,none,,model,InternVL3.5-1B | Pretrained
60,COCO_val2014_000000317070.jpg,317070001,is the man,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Is the man flying? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,60.0,No,73.4,100.0,InternVL3.5‑1B,inst blind,open-source model,,,,,,,,,,,,InternVL3.5,1.0,pretrained,none,multimodal,none,,model,InternVL3.5-1B | Pretrained
61,COCO_val2014_000000429754.jpg,429754001,what color are the,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What color are the scissors? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'gull', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 10}]",blue,other,61.0,black,68.7,0.0,InternVL3.5‑1B,inst blind,open-source model,,,,,,,,,,,,InternVL3.5,1.0,pretrained,none,multimodal,none,,model,InternVL3.5-1B | Pretrained
62,COCO_val2014_000000252625.jpg,252625003,what color are the,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What color are the crates against the wall? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'yellow', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'red, white, and yellow', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'red, white and yellow', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'red, white, yellow', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'gray', 'answer_confidence': 'no', 'answer_id': 5}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'red white yellow', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'wooden', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'white', 'answer_confidence': 'yes', 'answer_id': 10}]",yellow,other,62.0,black,60.1,0.0,InternVL3.5‑1B,inst blind,open-source model,,,,,,,,,,,,InternVL3.5,1.0,pretrained,none,multimodal,none,,model,InternVL3.5-1B | Pretrained
68,COCO_val2014_000000100199.jpg,100199001,how many,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: How many different meats are on this pizza? Answer the question using a single word or phrase. 
Answer:","[{'answer': '2', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '2', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '2', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '2', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 10}]",2,number,68.0,Two,81.8,0.0,InternVL3.5‑1B,inst blind,open-source model,,,,,,,,,,,,InternVL3.5,1.0,pretrained,none,multimodal,none,,model,InternVL3.5-1B | Pretrained
70,COCO_val2014_000000487131.jpg,487131002,what color,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What color are these trucks? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'green', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'green', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'green', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'green', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'green', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'green', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'green', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'green', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'green', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'green', 'answer_confidence': 'yes', 'answer_id': 10}]",green,other,70.0,black,63.2,0.0,InternVL3.5‑1B,inst blind,open-source model,,,,,,,,,,,,InternVL3.5,1.0,pretrained,none,multimodal,none,,model,InternVL3.5-1B | Pretrained
72,COCO_val2014_000000450709.jpg,450709003,what is,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What is she wearing on her eyes? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'goggles', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'goggles', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'goggles', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'goggles', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'goggles', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'goggles', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'ski mask', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'goggles', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'goggles', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'goggles', 'answer_confidence': 'yes', 'answer_id': 10}]",goggles,other,72.0,Glasses,63.1,0.0,InternVL3.5‑1B,inst blind,open-source model,,,,,,,,,,,,InternVL3.5,1.0,pretrained,none,multimodal,none,,model,InternVL3.5-1B | Pretrained
75,COCO_val2014_000000503992.jpg,503992002,does the,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Does the dog like his bed? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,75.0,yes,100.0,100.0,InternVL3.5‑1B,inst blind,open-source model,,,,,,,,,,,,InternVL3.5,1.0,pretrained,none,multimodal,none,,model,InternVL3.5-1B | Pretrained
83,COCO_val2014_000000220446.jpg,220446000,is the,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Is the space in ill repair? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,83.0,No,73.4,0.0,InternVL3.5‑1B,inst blind,open-source model,,,,,,,,,,,,InternVL3.5,1.0,pretrained,none,multimodal,none,,model,InternVL3.5-1B | Pretrained
89,COCO_val2014_000000066543.jpg,66543002,is this a,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Is this a busy area? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,89.0,no,73.4,33.3,InternVL3.5‑1B,inst blind,open-source model,,,,,,,,,,,,InternVL3.5,1.0,pretrained,none,multimodal,none,,model,InternVL3.5-1B | Pretrained
91,COCO_val2014_000000183338.jpg,183338005,are these,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Are these people playing for fun? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,91.0,Yes,100.0,100.0,InternVL3.5‑1B,inst blind,open-source model,,,,,,,,,,,,InternVL3.5,1.0,pretrained,none,multimodal,none,,model,InternVL3.5-1B | Pretrained
93,COCO_val2014_000000469777.jpg,469777002,are the,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Are the elephant in the wild? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 10}]",yes,yes/no,93.0,Yes,100.0,100.0,InternVL3.5‑1B,inst blind,open-source model,,,,,,,,,,,,InternVL3.5,1.0,pretrained,none,multimodal,none,,model,InternVL3.5-1B | Pretrained
97,COCO_val2014_000000282046.jpg,282046012,is the,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Is the sand wet? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 10}]",no,yes/no,97.0,yes,73.4,33.3,InternVL3.5‑1B,inst blind,open-source model,,,,,,,,,,,,InternVL3.5,1.0,pretrained,none,multimodal,none,,model,InternVL3.5-1B | Pretrained
99,COCO_val2014_000000235252.jpg,235252017,is this a,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Is this a picnic area? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",no,yes/no,99.0,No,100.0,100.0,InternVL3.5‑1B,inst blind,open-source model,,,,,,,,,,,,InternVL3.5,1.0,pretrained,none,multimodal,none,,model,InternVL3.5-1B | Pretrained
101,COCO_val2014_000000035105.jpg,35105002,how many,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: How many cars are there? Answer the question using a single word or phrase. 
Answer:","[{'answer': '1', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 10}]",1,number,101.0,1,100.0,100.0,InternVL3.5‑1B,inst blind,open-source model,,,,,,,,,,,,InternVL3.5,1.0,pretrained,none,multimodal,none,,model,InternVL3.5-1B | Pretrained
