index	question	image	answer	category	l2_category	meta_info	image_path	A	B	C	D
93	Which category does this image belong to?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=453x493 at 0x7109C46FAE90>	B	coarse perception	image style & quality	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/92.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
94	What is the primary subject of the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x512 at 0x7109C46F8CA0>	B	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/93.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
95	What is the color of the majority of objects in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x384 at 0x7109C46FBF70>	A	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/94.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
96	what style is depicted in this image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=329x410 at 0x7109C46FB3D0>	C	coarse perception	image style & quality	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/95.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
97	What is the focus of the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x377 at 0x7109C46F90C0>	A	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/96.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
98	Which mood does this image convey?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=400x237 at 0x7109C46FA7D0>	C	coarse perception	image emotion	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/97.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
99	How many times is the object 'tree' detected in the attribute detections?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x384 at 0x7109C46F9B40>	B	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/98.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
100	What is the main color theme of the scene?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x343 at 0x7109C46F9030>	D	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/99.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
101	Which is the main topic of the image	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7109C46FA500>	C	coarse perception	image scene and topic	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/100.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
102	What is the dominant color of the room?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=410x512 at 0x7109C46FAE90>	B	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/101.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
103	Does the image depict a balcony?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x384 at 0x7109C46F8CA0>	B	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/102.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
104	What is the main feature in the given image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x378 at 0x7109C46FBF70>	A	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/103.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
105	What is the dominant color in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x398 at 0x7109C46FB3D0>	D	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/104.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
106	Which object can be found in the center of the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x324 at 0x7109C46F90C0>	D	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/105.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
107	Which corner doesn't have any plates?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x384 at 0x7109C46FA7D0>	C	coarse perception	image scene and topic	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/106.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
108	Which corner doesn't have any plates?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x342 at 0x7109C46F9B40>	D	coarse perception	image scene and topic	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/107.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
109	What is the relative position of the man and the child in this image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x342 at 0x7109C46F9030>	B	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/108.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
110	"How many different ""pointed"" kinds are there?"	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=511x212 at 0x7109C46FA500>	A	coarse perception	image scene and topic	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/109.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
111	Which of the following objects is the closest to the apple in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=341x512 at 0x7109C46FAE90>	B	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/110.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
112	What is the predominant color of the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x358 at 0x7109C46F8CA0>	B	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/111.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
113	What is the primary focus of the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x377 at 0x7109C46FBF70>	D	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/112.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
114	Which country is highlighted?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=750x600 at 0x7109C46FB3D0>	B	coarse perception	image scene and topic	{'source': 'ScienceQA_TEST', 'split': 'val', 'image_path': 'images/113.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
115	What represents hazelnuts in the figure?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1350x1015 at 0x7109C46F90C0>	C	coarse perception	image scene and topic	{'source': 'AI2D_TEST', 'split': 'val', 'image_path': 'images/114.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
116	What is the main feature of the building in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=319x512 at 0x7109C46FA7D0>	B	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/115.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
117	What type of event is depicted in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x341 at 0x7109C46F9B40>	B	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/116.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
118	What is the main focus of the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x416 at 0x7109C46F9030>	C	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/117.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
119	What is the occasion depicted in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x340 at 0x7109C46FA500>	B	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/118.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
120	What is the weather like in this image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x340 at 0x7109C46FAE90>	D	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/119.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
121	How many police officers are in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x386 at 0x7109C46F8CA0>	A	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/120.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
122	What is the main activity happening in this image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x382 at 0x7109C46FBF70>	A	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/121.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
123	What is the predominant feature in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x377 at 0x7109C46FB3D0>	D	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/122.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
124	Where is the exit in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x377 at 0x7109C46F90C0>	A	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/123.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
125	Which is the main topic of the image	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x384 at 0x7109C46FA7D0>	B	coarse perception	image scene and topic	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/124.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
126	Which is the main topic of the image	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x388 at 0x7109C46F9B40>	B	coarse perception	image scene and topic	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/125.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
127	What is the general theme of the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x342 at 0x7109C46F9030>	D	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/126.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
128	What is the predominant feature of the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=384x512 at 0x7109C46FA500>	A	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/127.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
129	What is the main event in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x342 at 0x7109C46FAE90>	D	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/128.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
130	What is the dominant color of the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=341x512 at 0x7109C46F8CA0>	A	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/129.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
131	What is the background of the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=341x512 at 0x7109C46FBF70>	C	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/130.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
132	What is the dominant color palette of the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=384x512 at 0x7109C46FB3D0>	A	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/131.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
133	What is the predominant color in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x353 at 0x7109C46F90C0>	C	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/132.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
134	What is the intended mood of this living room?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x320 at 0x7109C46FA7D0>	D	coarse perception	image emotion	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/133.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
135	What is the weather like in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x377 at 0x7109C46F9B40>	A	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/134.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
136	What is the primary focal point of this image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x375 at 0x7109C46F9030>	A	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/135.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
137	What is the sport being played in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x358 at 0x7109C46FA500>	B	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/136.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
138	What is the most dominant color in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7109C46FAE90>	B	coarse perception	image scene and topic	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/137.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
139	Which mood does this image convey?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x341 at 0x7109C46F8CA0>	D	coarse perception	image emotion	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/138.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
140	What emotion is portrayed in this image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x288 at 0x7109C46FBF70>	B	coarse perception	image emotion	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/139.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
141	Which of the following emotions is shown in this image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=212x237 at 0x7109C46FB3D0>	A	coarse perception	image emotion	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/140.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
142	Which image shows the highest contrast?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x385 at 0x7109C46F90C0>	D	coarse perception	image style & quality	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/141.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
143	Which image is the brightest one?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x385 at 0x7109C46FA7D0>	C	coarse perception	image style & quality	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/142.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
144	Which image shows the highest sharpness?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x385 at 0x7109C46F9B40>	C	coarse perception	image style & quality	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/143.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
145	Which image is the brightest one?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x385 at 0x7109C46F9030>	C	coarse perception	image style & quality	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/144.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
146	Which image shows the highest sharpness?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x385 at 0x7109C46FA500>	C	coarse perception	image style & quality	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/145.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
147	Which image shows the highest contrast?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x385 at 0x7109C46FAE90>	B	coarse perception	image style & quality	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/146.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
148	Which image is the brightest one?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x385 at 0x7109C46F8CA0>	B	coarse perception	image style & quality	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/147.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
149	Which image shows the highest sharpness?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x385 at 0x7109C46FBF70>	C	coarse perception	image style & quality	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/148.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
150	Which image shows the highest contrast?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x385 at 0x7109C46FB3D0>	B	coarse perception	image style & quality	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/149.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
151	Which image shows the highest colorfulness?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x385 at 0x7109C46F90C0>	B	coarse perception	image style & quality	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/150.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
152	Does the picture show a mountainous landscape or a coastal landscape?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=271x186 at 0x7109C46FA7D0>	D	coarse perception	image scene and topic	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/151.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
153	Which image is the brightest one?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x385 at 0x7109C46F9B40>	C	coarse perception	image style & quality	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/152.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
154	Which image is more brightful?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x192 at 0x7109C46F9030>	B	coarse perception	image style & quality	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/153.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
