qid,category,l2_category,question_en,options,answer_type,question_kr,answer,score,index,question_type,image_id,answers,multiple_choice_answer
669,instance reasoning,single-instance reasoning,"Which is right?
 ","A: The orange is next to the apple 오렌지는 사과 옆에 있다, B: The apple is on the left 사과는 왼쪽에 있다, C: The orange is on the right 오렌지는 오른쪽에 있다, D: All above are not right 위의 모든 항목은 옳지 않다",choice,다음 중 옳은 것은 무엇입니까?,,,,,,,
395,fine-grained perception,recognition,"What is the color of the socks detected in the attribute detection of the image?
 ","A: Black 검정, B: Red 빨간색, C: White 흰색, D: Striped 줄무늬",choice,이미지의 속성 탐지에서 탐지된 양말의 색은 무엇입니까?,,,,,,,
882,logical reasoning,diagram reasoning,"In the diagram shown, which organism consumes small fish as food?
 ","A: mahi mahi 마히마히, B: large shark 큰상어, C: zooplankton 동물성 플랑크톤, D: mackerel 고등어",choice,제시된 도표에서 작은 물고기를 먹이로 삼는 생물은 무엇입니까?,,,,,,,
221,fine-grained perception,localization,"Where is the drum located in the image?
 ","A: In the back 뒤쪽에, B: On the left side 왼쪽에, C: On the right side 오른쪽에, D: At the center 중앙에",choice,이미지 속 드럼은 어디에 위치해 있나요?,,,,,,,
54,coarse perception,image scene and topic,"What is the general theme of this image?
 ","A: Candy buffet 캔디 뷔페, B: Ice cream sundae 아이스크림 선데, C: Yogurt containers 요거트 용기, D: Fruit desserts 과일 디저트",choice,이 이미지의 일반적인 주제는 무엇입니까?,,,,,,,
551,instance reasoning,cross-instance relation reasoning,"What can Rosa and Kylie trade to each get what they want?
 ","A: Kylie can trade her almonds for Rosa's tomatoes. 카일리는 자신의 아몬드를 로사의 토마토와 바꿀 수 있다., B: Rosa can trade her tomatoes for Kylie's broccoli. 로사는 자신의 토마토를 카일리의 브로콜리와 바꿀 수 있다., C: Rosa can trade her tomatoes for Kylie's carrots. 로사는 자신의 토마토를 카일리의 당근과 바꿀 수 있다., D: Kylie can trade her broccoli for Rosa's oranges. 카일리는 자신의 브로콜리를 로사의 오렌지와 바꿀 수 있다.",choice,로사와 카일리는 서로 원하는 것을 얻기 위해 무엇을 교환할 수 있을까요?,,,,,,,
504,instance reasoning,cross-instance attribute reasoning,"Where is the top of the purple bottle in relation to the man with the guitar?
 ","A: Beside him 그 옆에 있습니다, B: Above him 그 위에 있습니다, C: Below him 그 아래에 있습니다, D: On his head 그의 머리 위에 있습니다",choice,기타를 든 남자에 비해 보라색 병의 윗부분은 어디에 위치합니까?,,,,,,,
913,logical reasoning,diagram reasoning,"Which country is highlighted?
 ","A: Saint Lucia 세인트 루시아, B: Jamaica 자메이카, C: Haiti 아이티, D: Cuba 쿠바",choice,어떤 나라가 강조되었나요?,,,,,,,
651,instance reasoning,single-instance reasoning,"What's the profession of the people in this picture?
 ","A: mason 석공, B: nurse 간호사, C: pilot 조종사, D: policeman 경찰관",choice,이 사진 속 사람들의 직업은 무엇인가요?,,,,,,,
801,logical reasoning,common reasoning,"What will happen next?
 ","A: the girls is gonna turn the pan around 그 소녀들은 팬을 돌려 방향을 바꿀 것이다, B: the pan itself is gonna fly into the woman's face 팬 자체가 여자의 얼굴로 날아갈 것이다, C: nothing is gonna happen 아무 일도 일어나지 않을 것이다, D: both A & B & C 모두",choice,다음에 무슨 일이 일어날까요?,,,,,,,
626,instance reasoning,single-instance reasoning,"What's the function of the demonstrated object?
 ","A: clean 청소, B: measurement 측정, C: Bulldozing 불도저 작업, D: Cutting platform 절단 플랫폼",choice,시연된 물체의 기능은 무엇입니까?,,,,,,,
370,fine-grained perception,recognition,"What color is the writing on the sign in the image?
 ","A: White 흰색, B: Green 초록색, C: Red 빨간색, D: Black 검은색",choice,이미지 속 간판에 적힌 글씨의 색은 무엇입니까?,,,,,,,
425,fine-grained perception,recognition,"What is the shape of the window on the building in the image?
 ","A: Square 정사각형, B: Rectangle 직사각형, C: Circle 원, D: Triangle 삼각형",choice,이미지 속 건물의 창문 모양은 무엇인가요?,,,,,,,
543,instance reasoning,cross-instance relation reasoning,"In nature, what's the relationship between these two creatures?
 ","A: Predatory relationships 포식적 관계, B: Competitive relationships 경쟁적 관계, C: Parasitic relationships 기생 관계, D: Symbiotic relationship 공생 관계",choice,자연에서 이 두 생물 사이의 관계는 무엇입니까?,,,,,,,
663,instance reasoning,single-instance reasoning,"Where is the sheep?
 ","A: The sheep is behind the car 양은 차 뒤에 있다, B: The sheep is in the front of the car 양은 차 앞에 있다, C: The sheep is on the right of the car 양은 차의 오른쪽에 있다, D: The sheep is on the left of the car 양은 차의 왼쪽에 있다",choice,양은 어디에 있나요?,,,,,,,
181,coarse perception,image style & quality,"Which image is more brightful?
 ","A: The first image 첫 번째 이미지, B: The second image 두 번째 이미지, C: nan, D: nan",choice,어떤 이미지가 더 밝습니까?,,,,,,,
510,instance reasoning,cross-instance attribute reasoning,"Which image shows the highest sharpness?
 ","A: upper left 왼쪽 상단, B: upper right 오른쪽 상단, C: down left 왼쪽 하단, D: down right 오른쪽 하단",choice,어떤 이미지가 가장 선명합니까?,,,,,,,
511,instance reasoning,cross-instance attribute reasoning,"Which image shows the highest sharpness?
 ","A: upper left 왼쪽 위, B: upper right 오른쪽 위, C: down left 왼쪽 아래, D: down right 오른쪽 아래",choice,가장 선명한 이미지는 어느 것인가?,,,,,,,
278,fine-grained perception,object counting,"How many pairs of shoes can be seen in the image?
 ","A: One 하나, B: Three 세, C: Two 두, D: Cannot be determined 판단할 수 없다",choice,이미지에서 보이는 신발의 쌍은 몇 개입니까?,,,,,,,
24,coarse perception,image scene and topic,"Based on the image, which statement best describes the likely purpose of the setting?
 ","A: A photoshoot for greeting cards 인사 카드용 사진 촬영, B: A scientific research site 과학 연구 현장, C: A festive celebration 축제적인 축하 행사, D: A picnic spot for a group of people 여러 명이 함께하는 피크닉 장소",choice,이미지를 기반으로 볼 때 이 설정의 가능한 목적을 가장 잘 설명하는 진술은 무엇입니까?,,,,,,,
245,fine-grained perception,object counting,"How many angels have halos?
 ","A: Two 두 명, B: One 한 명, C: nan 숫자가 아님, D: Three 세 명",choice,후광을 가진 천사는 몇 명입니까?,,,,,,,
655,instance reasoning,single-instance reasoning,"What's the profession of the people in this picture?
 ","A: photographer 사진작가, B: chemist 화학자, C: repairman 수리공, D: pianist 피아니스트",choice,이 사진 속 사람들의 직업은 무엇입니까?,,,,,,,
231,fine-grained perception,localization,"Where is the table in relation to the balcony?
 ","A: On the right side of the balcony 발코니의 오른쪽에, B: In the center of the balcony 발코니의 중앙에, C: On the left side of the balcony 발코니의 왼쪽에, D: Cannot be determined from the information given 주어진 정보로는 판단할 수 없다",choice,탁자는 발코니에 대해 어느 위치에 있나요?,,,,,,,
629,instance reasoning,single-instance reasoning,"What's the function of the demonstrated object?
 ","A: excavate 굴착하다, B: transport 운반하다, C: weld 용접하다, D: Measure the level 수준을 측정하다",choice,시연된 물체의 기능은 무엇입니까?,,,,,,,
215,fine-grained perception,localization,"What is the position of the sheep's legs in the image?
 ","A: At the top 위쪽에, B: On the right side 오른쪽에, C: On the left side 왼쪽에, D: At the bottom 아래쪽에",choice,이미지에서 양의 다리는 어디에 있나요?,,,,,,,
441,fine-grained perception,recognition,"Which of these cities is marked on the map?
 ","A: New York City 뉴욕시, B: Washington D.C. 워싱턴 D.C., C: Philadelphia 필라델피아, D: Boston 보스턴",choice,다음 도시들 중 지도에 표시된 도시는 어느 도시입니까?,,,,,,,
494,instance reasoning,cross-instance attribute reasoning,"What is the relative position of the man holding a guitar and the woman on stage?
 ","A: The man is behind the woman 남자는 여자 뒤에 있다, B: The man is to the right of the woman 남자는 여자의 오른쪽에 있다, C: The man is to the left of the woman 남자는 여자의 왼쪽에 있다, D: The man is in front of the woman 남자는 여자 앞에 있다",choice,무대 위에 있는 여자와 기타를 들고 있는 남자의 상대적인 위치는 무엇입니까?,,,,,,,
46,coarse perception,image scene and topic,"What is the dominant color of the image?
 ","A: White 흰색, B: Brown 갈색, C: Gray 회색, D: Green 초록",choice,이미지의 주된 색상은 무엇인가요?,,,,,,,
287,fine-grained perception,object counting,"How many people are playing music in the image?
 ","A: 1, B: 2, C: 3, D: 4",choice,이미지에서 음악을 연주하고 있는 사람은 몇 명인가요?,,,,,,,
239,fine-grained perception,localization,"where is the cat?
 ","A: top-right 오른쪽 상단, B: top-left 왼쪽 상단, C: bottom-left 왼쪽 하단, D: bottom-right 오른쪽 하단",choice,고양이가 어디에 있나요?,,,,,,,
3,coarse perception,image emotion,"What feeling is represented in this image?
 ","A: engaged 몰입한, B: disordered 무질서한, C: angry 화난, D: supportive 지지하는",choice,이 이미지에서 표현된 감정은 무엇인가요?,,,,,,,
93,coarse perception,image scene and topic,"What is the overall theme of the image?
 ","A: Fashion 패션, B: Wildlife 야생동물, C: Nature 자연, D: Photography 사진",choice,그 이미지의 전반적인 주제는 무엇입니까?,,,,,,,
336,fine-grained perception,recognition,"Does the man have any facial hair?
 ","A: No 아니오, B: Yes a mustache 네 콧수염이 있습니다, C: Yes a full beard 네 전면 수염이 있습니다, D: Yes slight stubble 네 약간의 잔털이 있습니다",choice,그 남자에게 얼굴 털이 있나요?,,,,,,,
766,logical reasoning,common reasoning,"If you were to sit on the chair closest to the window, which color would the chair be?
 ","A: Green 초록색, B: Blue 파란색, C: Red 빨간색, D: White 흰색",choice,창문에 가장 가까운 의자에 앉는다면 의자는 어떤 색일까요?,,,,,,,
379,fine-grained perception,recognition,"What is the color of the eye in the mask in the image?
 ","A: Blue and green 파란색과 초록색, B: Purple and pink 보라색과 분홍색, C: Brown and black 갈색과 검은색, D: Yellow and black 노란색과 검은색",choice,이미지 속 가면의 눈 색깔은 무엇입니까?,,,,,,,
279,fine-grained perception,object counting,"How many people are holding the flag in the street?
 ","A: 3, B: 2, C: 1, D: Cannot be determined 알 수 없음",choice,거리에서 깃발을 들고 있는 사람은 몇 명인가요?,,,,,,,
165,coarse perception,image style & quality,"What art style is evident in this image?
 ","A: watercolor 수채화, B: photography 사진, C: vector art 벡터 아트, D: pencil 연필",choice,이 이미지에서 나타나는 미술 스타일은 무엇입니까?,,,,,,,
86,coarse perception,image scene and topic,"What is the most prominent feature in the image?
 ","A: The skyline 스카이라인, B: The golf course 골프 코스, C: The trees 나무들, D: The person 사람",choice,이미지에서 가장 두드러진 특징은 무엇인가요?,,,,,,,
174,coarse perception,image style & quality,"Which category does this image belong to?
 ","A: oil painting 유화, B: sketch 스케치, C: digital art 디지털 아트, D: photo 사진",choice,이 이미지는 어떤 카테고리에 속하나요?,,,,,,,
