,image_id,qid,question_type,question_en,answers,multiple_choice_answer,answer_type,question_kr,Unnamed: 0.2,category,l2_category,options,Unnamed: 0.1,Unnamed: 0,index
735,COCO_val2014_000000337083.jpg,337083001,what is the,"Question: What is the main color of the building? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'beige', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'tan', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'tan', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'brown', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'tan', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'coral', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'beige', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'brown', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 10}]",tan,text,질문: 건물의 주된 색상은 무엇입니까? 한 단어나 구절로 답하십시오.,,,,,,,
726,COCO_val2014_000000560440.jpg,560440009,is the,"Question: Is the photo colored? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,text,질문: 사진이 색칠되어 있나요? 한 단어나 구로 질문에 답하십시오. 답:,,,,,,,
996,COCO_val2014_000000524577.jpg,524577006,what,"Question: What number of clocks are on this tower? Answer the question using a single word or phrase. 
Answer:","[{'answer': '1', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '1', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 10}]",1,text,질문: 이 탑에 시계가 몇 개나 있나요? 한 단어나 구로 질문에 답하십시오.,,,,,,,
414,COCO_val2014_000000296745.jpg,296745000,which,"Question: Which person is touching the elephant? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'orange top', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'lady in orange shirt', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'orange shirt woman', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'woman', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'woman in orange', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'girl in orange top', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'woman in orange shirt', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'woman', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'woman in orange shirt', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'woman in orange shirt', 'answer_confidence': 'yes', 'answer_id': 10}]",woman in orange shirt,text,질문: 어떤 사람이 코끼리를 만지고 있나요? 한 단어나 구로 질문에 답하세요.,,,,,,,
307,COCO_val2014_000000411530.jpg,411530002,what,"Question: What do people do from the top of ski slope? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'ski', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'snow', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'slide', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'ski down', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'ski', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'ski', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'ski down', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'ski down', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'ski', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'ski down', 'answer_confidence': 'yes', 'answer_id': 10}]",ski down,text,질문: 사람들이 스키 슬로프의 정상에서 무엇을 합니까? 한 단어나 구로 대답하십시오.,,,,,,,
251,COCO_val2014_000000574057.jpg,574057007,what is,"Question: What is outside the window? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'trees', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'countryside', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'trees', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'trees', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'trees', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'greenery', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'trees and grass', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'grass', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'field', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'grass', 'answer_confidence': 'yes', 'answer_id': 10}]",trees,text,질문: 창밖에는 무엇이 있나요? 한 단어나 구절로 질문에 답하십시오. 답:,,,,,,,
893,COCO_val2014_000000125201.jpg,125201004,what is the,"Question: What is the time? Answer the question using a single word or phrase. 
Answer:","[{'answer': '1:30', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '1:30', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '1:30', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '1:30', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '1:30', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': '1:30', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '1:30 pm', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '1:32', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '1:30', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '1:30', 'answer_confidence': 'yes', 'answer_id': 10}]",1:30,text,질문: 현재 시간은 무엇입니까? 한 단어 또는 구절로 답하십시오.,,,,,,,
635,COCO_val2014_000000326344.jpg,326344001,how many,"Question: How many oranges are in this photo? Answer the question using a single word or phrase. 
Answer:","[{'answer': '3', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 10}]",3,text,질문: 이 사진에 오렌지가 몇 개 있나요? 한 단어나 구절로 대답하십시오.,,,,,,,
757,COCO_val2014_000000291990.jpg,291990001,what,"Question: What street is this? Answer the question using a single word or phrase. 
Answer:","[{'answer': '35th ave', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '35th ave', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '35th avenue', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '35th', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '35 ave', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '35th avenue', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '35th', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '35th avenue', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '35th avenue', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '35th avenue', 'answer_confidence': 'yes', 'answer_id': 10}]",35th avenue,text,질문: 이 거리는 어느 거리인가요? 한 단어나 구절로 답하세요.,,,,,,,
164,COCO_val2014_000000559270.jpg,559270003,none of the above,"Question: Will this vehicle leave the area soon? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,text,질문: 이 차량은 곧 이 지역을 떠날까요? 한 단어나 구로 대답하십시오.,,,,,,,
617,COCO_val2014_000000263014.jpg,263014012,how many,"Question: How many zebras? Answer the question using a single word or phrase. 
Answer:","[{'answer': '2', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '2', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 10}]",2,text,질문: 얼룩말은 몇 마리입니까? 한 단어 또는 구로 답하십시오. 답:,,,,,,,
2,COCO_val2014_000000356421.jpg,356421011,what is the,"Question: What is the boy's skateboard balancing on? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'air', 'answer_confidence': 'no', 'answer_id': 1}, {'answer': 'nothing', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'nothing', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'thin air', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'nothing', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'nothing', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'in air', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'nothing', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'air', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'air', 'answer_confidence': 'yes', 'answer_id': 10}]",nothing,text,질문: 소년의 스케이트보드가 무엇에 균형을 잡고 있나요? 한 단어나 구로 답하십시오.,,,,,,,
928,COCO_val2014_000000360610.jpg,360610003,what,"Question: What game are the two people playing? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'frisbee', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'frisbee', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'frisbee', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'frisbee', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'frisbee', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'frisbee', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'frisbee', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'frisbee', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'flying kites', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'frisbee', 'answer_confidence': 'yes', 'answer_id': 10}]",frisbee,text,질문: 두 사람이 어떤 게임을 하고 있나요? 한 단어나 구로 답하십시오.,,,,,,,
902,COCO_val2014_000000000589.jpg,589013,none of the above,"Question: Approximately what time of day is it? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'evening', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'night', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '10 pm', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': '9', 'answer_confidence': 'no', 'answer_id': 4}, {'answer': 'night', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'night', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': '11 pm', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': '9', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '9:00 pm', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '900', 'answer_confidence': 'no', 'answer_id': 10}]",night,text,질문: 현재 하루 중 대략 몇 시쯤인가요? 한 단어나 구절로 대답하십시오.,,,,,,,
122,COCO_val2014_000000233017.jpg,233017006,what is,"Question: What is behind the transit bus? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'car', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'car', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'car', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'car', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'car', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'stop light', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'car', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'car', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'car', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'car', 'answer_confidence': 'yes', 'answer_id': 10}]",car,text,질문: 시내버스 뒤에 무엇이 있나요? 한 단어 또는 한 구절로 답하십시오.,,,,,,,
314,COCO_val2014_000000161195.jpg,161195002,what kind of,"Question: What kind of plant is in the background? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'tree', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'none', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'moss', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'grass', 'answer_confidence': 'no', 'answer_id': 4}, {'answer': 'tree', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'dead leaves', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'grass', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'tree', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'grass', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'weed', 'answer_confidence': 'yes', 'answer_id': 10}]",tree,text,질문: 배경에 어떤 종류의 식물이 있나요? 한 단어나 구절로 답하십시오.,,,,,,,
57,COCO_val2014_000000214753.jpg,214753005,what is the,"Question: What is the most common jacket color among these riders? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'blue', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'neutral', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'blue', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'blue', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'blue', 'answer_confidence': 'maybe', 'answer_id': 10}]",blue,text,질문: 이 라이더들 사이에서 가장 일반적인 재킷 색상은 무엇입니까? 한 단어나 구절로 대답하십시오.,,,,,,,
818,COCO_val2014_000000152211.jpg,152211003,how many people are in,"Question: How many people are in the picture? Answer the question using a single word or phrase. 
Answer:","[{'answer': '1', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 10}]",1,text,질문: 그림 속에 몇 사람이 있나요? 한 단어나 구로 질문에 답하십시오.,,,,,,,
689,COCO_val2014_000000518615.jpg,518615001,are the,"Question: Are the portals at the top of the tower arched? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 10}]",no,text,질문: 탑의 꼭대기에 있는 포털은 아치형입니까? 한 단어나 구로 답하십시오. 답:,,,,,,,
725,COCO_val2014_000000122549.jpg,122549116,what,"Question: What hairstyle does this guy have? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'shaved head', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'shaved', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'close-shaved head', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'buzz cut', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'shaved', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'shaved', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'shaved', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'buzz cut', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'buzz cut', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'crew cut', 'answer_confidence': 'yes', 'answer_id': 10}]",shaved,text,질문: 이 남자는 어떤 헤어스타일을 하고 있나요? 한 단어나 구절로 답하십시오. 답:,,,,,,,
